Sector,Salary Paid,Taxable Benefits,Employer,Job Title,Calendar Year,ID
Colleges,"$103,293.85",$159.68,Algonquin College,"Dean, School of Health & Community Srvcs",2002,770dda7eb36a71a6ed792e0a48e554b25cd43cfc69f631ee30da580060b01d42
Colleges,"$109,189.06",$0.00,Algonquin College,Senior Sales Executive,2002,35f316d361ff5453df02241ae1dcd389ca0cabe6a099d55c78a569839fef9f30
Colleges,"$198,917.04","$18,925.24",Algonquin College,President,2002,ddd4f9a47b358f1e9d2db06ea2d2abc4393ad3805bbea02bac57d58d188caf61
Colleges,"$102,960.90",$0.00,Algonquin College,"Manager, Customized Contracts",2002,4d80eee0df7091e1c561cec3f937c407ea8c25ca9eb8269af1f0af66c56b2847
Colleges,"$155,342.27",$194.10,Algonquin College,"Vice-President, Finance & Admin.",2002,d7efdeb5c2bd471a03f2cf0b6369307e4391ccf96e04d3dd571e44655cdb0fb5
Colleges,"$147,037.42",$194.58,Algonquin College,"Vice-President, Academic",2002,358e1907ab3a61fba58e2363136237938b993959fee41e88a1f43b2d67d0b802
Colleges,"$104,311.20",$159.68,Algonquin College,"Director, Educational Services",2002,5fd2a4a2501d3cc22011b610e90a74b0d7eccb8097362a5e36707622e1a2ecd3
Colleges,"$107,136.10",$157.68,Algonquin College,"Director, Learning Services",2002,5aabe1f71cffe69fe641f3061049275066c1fcbc73c1bd198d9327b690dd0dbc
Colleges,"$103,221.22",$159.68,Algonquin College,"Director, Physical Resources",2002,0208b0743ad8539d87fe74d2f37bd6f9ddaf01067b48897c5bd4edd4a1b33389
Colleges,"$112,405.37",$143.83,Algonquin College,"Dean, Media & Design",2002,63f19435a48444d9ff9e40747fbf3dcecdca13d6f1d2d0c711aa249feb22cfa9
Colleges,"$105,616.82",$165.00,Algonquin College,"Director, Marketing",2002,6f1c3e6fb37da6f8c2e8a9ea472552c340d0d62fd7047557d0749da584e43a7a
Colleges,"$103,554.48",$161.01,Algonquin College,"Dean, School of Advanced Technology",2002,6c767cb013af9b781b0138e34407ae55987f087fe54cac2caf94131e989076a7
Colleges,"$118,650.88",$181.82,Algonquin College,"VP, Student Life & Human Resources",2002,936e82a34eeb9eb2c46ca86710392f8985de383588ea8a81ccd1ab3dc0121930
Colleges,"$106,028.41",$179.70,Algonquin College,Academic,2002,93138291a13fe2f6539f8998085cc7ffdc0326eeb6cff0e542464bc350ea2cbf
Colleges,"$103,588.69",$175.56,Cambrian College,"Dean, School of Business",2002,2315b2290bab5a7d4b644cd5a3e6c49d241ada6f87053bd7cad2e46a342832bd
Colleges,"$120,333.66",$193.20,Cambrian College,"VP, Academic",2002,769b8a4759b772b33e468f39217a6cd3c4f16582c7a845c88acd9fbc1c670770
Colleges,"$127,004.08",$979.50,Cambrian College,Executive Director,2002,84eb5635ced80a51ff83ad906bc33a76e4ae19a884aac37772cb7fbf68603a6d
Colleges,"$106,969.93",$170.09,Cambrian College,"VP, Student Srvcs & Strategic Initiatives",2002,af88f63143a964b484e483c0fe22bb93b3a957b9690e3014cecf9d89d5e14413
Colleges,"$122,879.30","$1,430.83",Cambrian College,"Executive Director, NORCAT",2002,690f35fbd24e51ecbb6788652d2fb5b05daaef1fe93735b57745eefc6424e0aa
Colleges,"$116,284.02",$185.07,Cambrian College,"VP, Finance & Administration",2002,db04ffc3aedec16c08552a133605d41d21121a6ea8c3d3c1c9e227ad2c3fedf2
