Sector,Salary Paid,Taxable Benefits,Employer,Job Title,Calendar Year,ID
Colleges,"$103,428.18","$5,375.72",Algonquin College,"VP, Development",1999,1ec9f791ea9b52390fbd1d83826c8f60a85930f69ca837320d00f0ac4357d2d0
Colleges,"$147,293.02","$11,311.15",Algonquin College,President,1999,ddd4f9a47b358f1e9d2db06ea2d2abc4393ad3805bbea02bac57d58d188caf61
Colleges,"$113,891.12","$5,434.30",Algonquin College,"VP, Finance&Admin.",1999,d7efdeb5c2bd471a03f2cf0b6369307e4391ccf96e04d3dd571e44655cdb0fb5
Colleges,"$117,512.24","$5,455.36",Algonquin College,"Vice President, Academic Services",1999,358e1907ab3a61fba58e2363136237938b993959fee41e88a1f43b2d67d0b802
Colleges,"$102,559.35",$491.28,Algonquin College,"Director, Hospitality&Tourism",1999,bca6acca56aed6f45ec6444e99b1a761b708ee911572fc41e12f91066e92b996
Colleges,"$102,231.43","$5,364.40",Algonquin College,"VP, Student Life&Human Resources",1999,936e82a34eeb9eb2c46ca86710392f8985de383588ea8a81ccd1ab3dc0121930
Colleges,"$151,093.77","$2,705.97",Cambrian College,President,1999,36eb9564e510cd20a6ab9ca86bf8d56b015f5995ac13e7179f3bcd2eb708590c
Colleges,"$132,875.94",$204.16,Canadore College,President,1999,435e0e8fc13b9eb94d43c80c2d660a4530df85e1f88c712875bd08b1131d4c73
Colleges,"$102,198.18",$75.39,Centennial College,Professor,1999,fb086f7692b51babfe5a3e50a3cf7b85cc0c5233990de665d26995f6855d5067
Colleges,"$100,391.88",$95.80,Centennial College,"Acting VP, Administration",1999,9f4b0396547d5ce6932b4ee3be003c7b3ac445d2fbb41b96ec6a5957029677a6
Colleges,"$100,025.95",$185.02,Centennial College,"VP, Advancement",1999,9a7814ee0d6b553724fc128fb17a2c2543357682399a78fcefabf5b6a857f441
Colleges,"$139,358.74",$549.44,Centennial College,President,1999,093e3c514a8d2c06b8f17064fa74004a659b0349008e1696f405a0c2d5e23e3f
Colleges,"$121,535.26",$166.05,Centennial College,Professor,1999,bf96d60d4892095b53b75fbf05b068b294e39a1145ea86316122ceaade02835a
Colleges,"$103,934.60",$107.16,Centennial College,Professor,1999,cf9022edaa56cd8c358a6da9473b2f31cc7fb48c8cfdce1077006e929b0105ee
Colleges,"$106,368.31",$619.75,Centennial College,"Vice President, Academics",1999,31310a568c1e38df4c357530ee2cf3947bd0d81cf6922a56a46ac318d40ef742
Colleges,"$116,307.91","$1,031.34",College Boreal,Présidente,1999,de1320221ac4a364311b756b17063490f4103460d4f90ae1970358ea24a61809
Colleges,"$101,184.09",$601.62,College Boreal,"VP, Invest. et dév. stratégique",1999,5fde2ca9cfdfc87a540b1611a9920e1c7acdd009bba970b12a443a0fa47f269e
Colleges,"$114,947.10",$652.88,College des Grands Lacs,President,1999,4f6565b9d8563521518e5ecc7b3a64e2776bfe4ee64d9e00294be013fe9525dc
Colleges,"$105,662.00",$25.00,Conestoga College,Counsellor/Psychological Associate,1999,3872104abff13a4a87d9602beb5556b638b9dc85cb23c8caec31d771a5ec587e
Colleges,"$107,219.00",$592.00,Conestoga College,"VP, Finance&Admin.",1999,b26384b068b8f7c7520527e9cfaa355086ceb4934c2f7beae789c90323fa3aac
Colleges,"$133,111.00","$14,321.00",Conestoga College,President,1999,73cc5296ab7e963dec41fba9c246632d91e2c760496ac897d42a50354ad0abcd
Colleges,"$101,654.08",$539.20,Confederation College,"Associate Dean, Media&Comp.Tech.",1999,16cbb2cd30e073b8088a398f8ea166c818593447752ce9b5eb2fc0fa5f050eb1
Colleges,"$101,611.28",$283.44,Confederation College,"Dean, Applied Arts&Health Sciences",1999,58c51914c5a17f5a342ec44280a70b2b5759e6ee7cafb4c07175b1f30585b0e4
Colleges,"$108,677.27",$577.34,Confederation College,"Executive Director, Finance&Admin.",1999,0bc7fc94606b025bdbb211289d27b25a8e9622726d49302452e78a5793b177e6
Colleges,"$142,616.69","$13,764.64",Confederation College,President,1999,033e856dcf19569a056f5a0ba6a0ee600b3d1142416b68588d877187d03e73d7
Colleges,"$119,626.62",$472.64,Confederation College,"Dean, Business&Ventures",1999,1962dc4c010bb5ff4eec0897d83822051d21b7f91a943bb6b93a300b3042d54f
