Sector,Salary,Benefits,Employer,Job Title,Year,ID
Colleges,161710.48,625.21,Algonquin College,"Dean, Faculty of Technology and Trades",2010,17d972dd88a9bfaa5d7afe648152b83abf73146d64f4ecbbc82fe9f0dac41866f96cc564878fad58923e782ef92ada079fa3c1a1d1da1477c8b2010f78eaef76
Colleges,162670.39,519.66,Algonquin College,"Director, Institutional Research and Planning",2010,a2aa98cfca9eff12b62ff5588e7d5f6fd3a2f70f2a337db1e3ea2a5d1eacb70d7f35021d0ebbb1a4233e67ffc254c758ec1b4a9539f06b646079e33a41a4a1cb
Colleges,100162.96,192.36,Algonquin College,Professor,2010,c6048f2a0c3a06dcba1db916c94bcb497d11fe92b318ff70924e1c8b2247f99b6c7b3514c36e3af7e4d192f90ff424dcf28c3dbf72390ac0907592ba32554333
Colleges,104082.74,192.36,Algonquin College,Professor,2010,abe94da2b25ad8fa2dcb176ed8043f8c7c702fe7e9f7e1fb9f5b45601521577e5b36f8b9c525c1f91118213cfe8ba712ab85dd3650e0490b27da57aab77aa4bb
Colleges,102350.33,415.93,Algonquin College,Financial Services Manager,2010,6f65bd7161d99ecceba7fe71eee11609fdfd47778b42ca8da4f2c4519a045edb4db2fc7ef7354b1162310cdc5dd31232f82712dff9d7abbca1c69fbc9a224cbe
Colleges,101463.97,192.36,Algonquin College,Counsellor,2010,1043defc3235116fec3fe3735dc1bb51421841ee5a8d0af1e3f469a72f46728f9c8eef1aba6b9681d1df86334ff2d5ac296b983e407066ed93d31dd46e764f40
Colleges,113370.47,462.95,Algonquin College,"Chair, Architecture, Civil, Geographic Information Systems Department",2010,42191261a5b8c5ef20b67cbcd137f92e47e2593be2920cb21bff44883b312079a86f046e3ee3e5a9c3f710a72ff249e86dd1c468bdf0752209a34be44967cd03
Colleges,103241.74,126.36,Algonquin College,Counsellor,2010,3f00bd30047eeef49c5b95a6e225f5c9c1b2d4dc6b66ea2b9d5f46eb870983bec903d4e3ffe84345759c34ebb1daf085d68e908d45e846cbe8ecb81f1c287042
Colleges,137705.2,541.35,Algonquin College,"Dean, Algonquin College Heritage Institute",2010,8d2f1fd8e04396749f2f05a278ac0a50535bcde257f19e6daf88e343b8ebe7a41020c56f8d273afdfb8777f8acb9868a0fda3de5388a06da506f52f7cb03e81a
Colleges,138031.9,548.97,Algonquin College,"Director, Marketing and College Enrolment",2010,4e3dd43f702d9315567e93c8024cbc43d336c83adf6ca0dfb2eafdb36d18ee02f775462fd0b368de233ee5d4ce678d742128b69e4cb8a0f5817f6e269fdacfd9
Colleges,125000.2,0.0,Algonquin College,Head of Major Construction,2010,624bd1706e4bdefc46d3bc6fc4cb3d9313c38ef3f774b7cea17f7be789ffe560c73d256bcf48505afd6d2457a1298b45804d1fe5c9e13d37e44c7107c588ca68
Colleges,104862.08,192.36,Algonquin College,Professor,2010,17e89adb063b8efb50d9f96261cef5d7b1ddda48b4e647012f99e66bb8fdcfd45b286a4c72e0898316a08d7e03f10d938b66b7111fc47bb14e1662d74847e312
Colleges,139359.13,550.91,Algonquin College,"Dean, Algonquin College in the Ottawa Valley",2010,ffa61bd358c4aef9801b6b18431dea2b0c40c28b67b8f91775458586c1b55f28c779948e159bc32f05d3f74336d9c00a83fd2ac98d3f6fca10da0eb400f13156
Colleges,104347.55,126.36,Algonquin College,Professor,2010,c5029dbb467a4e8f7a5a3dc91eed04308ce4810f608dc7b3be5239bd0ad7c987f0f144b8d88031510c4155cb0f4135388ed85c978bf1c967a1b28b895cd8d47c
Colleges,130585.2,532.15,Algonquin College,"Dean, School of Business",2010,8470969e83ae3ec7867775e9479060aa6c5b0549c3a3e5b9655cf4237b88721361d1157a9f4340637bb977d4de4ad744a364838c37e8e1dc8562cda76e1fbff4
Colleges,161710.48,487.51,Algonquin College,"Dean, Academic Development",2010,bf8085b73af101222690c4b0b4c8001f8b2dc012386552676b7e9e060b5c7ab66d59de8fae141a58229f7888b5eeca88e2b76418419c7a2f50c892be64833d05
Colleges,101464.04,192.36,Algonquin College,Professor,2010,8368164d7810b9bb56c258258193f2d406227599c647846b26dbb9e84f7891b203b0d1b8d8cabc1c1f1dc8d33e5d0c188cff62556d0e2aaae81b9a354cb04e58
Colleges,122288.39,386.78,Algonquin College,"Assistant General Manager, Food Service Operations",2010,7cf03a186584784e4f633282dacf010e072a3e4e02ca6197017322a93a171da15cfb5c126f068a6e27652e74ad2b9d20347751069c1875a719bea5b2d1d3a789
Colleges,101452.06,126.36,Algonquin College,Professor,2010,c506f17a962d35ca80bb267a9b094a45f8bc4d1d17e74e11c88215ecbf6559b2e016755da9b7f35071e1624f0c7bdf8d1b80ad5e551ce9986f5505602e82c24c
Colleges,104084.1,192.36,Algonquin College,Professor,2010,b6f60f7a9c46196b14633603d84bbc812f122e52f06dbdc5ada977614fbd10a523b0def81866971186cbf7f8bbdf7b9d8e744e4baa5d7150cec4f130a615c662
Colleges,126749.94,22.68,Algonquin College,"Manager, Corporate Training Centre",2010,709c3fa88d96ee7569c2e3e351766dbbb78fa470f05e8020fc4579c765e48a9dd485bd0f6c4e5d8a98d35268a4bc5e9116b7117b68649de34537379082bdad8d
Colleges,104082.74,126.36,Algonquin College,Professor,2010,48b3d66914401162bde705ee761f19db9e912d805a7384dbb892986b3df0c3dcab736cb966f67e456e13fac9a1b333e5eebb2d35ae780ddef74c7e90cb5cbaa1
Colleges,104635.96,425.86,Algonquin College,"Associate Registrar, Systems and Reporting",2010,5e9f841d18a3282320686aa7c78bed6165e59811e79557704ac29edcc7a7c8227f3cde96d81df4be51856c687de8b5a30651d2d4ab5df2e85c8c3db72f6368bc
Colleges,100085.26,126.36,Algonquin College,Professor,2010,c3ec8652f9351bd8e38f77e7c4d1dd2bb3224e788514b4a6d463f7545d663a084b596996a83bf0207878981bead7d19e2e9696df90ddb3858d6a8ce733ed3d00
Colleges,125909.14,166.87,Algonquin College,"Chair, Business Administration Core and Service Courses",2010,6edb1e2a6a3c0148e7c526ffdc8408169ed5f70983271f742b3ea572eced2890a43b257f80e81af548c202b92e83a45aac7d24f2685aab9c56804fca8ecb6bd3
Colleges,101464.04,192.36,Algonquin College,Professor,2010,50e71852f9538dc83b0c453007043c4678f23467f8083c4ff1a2961a1db78b9133271b6c3fbfeafda08f755c687f1ddc2d5895c80fc200acc20966770b331e11
Colleges,115307.34,471.71,Algonquin College,"Director, Ancillary Services",2010,13191d4418f95a53973c0a9b9f45b3ea976721861345f1820429b83489294389a721a5796accfe9bf7f560ab1fbb0c92d8831990e58a2995be1c6ea8123527b5
Colleges,133439.95,527.48,Algonquin College,"Associate Dean, Health Sciences",2010,707ca384b650316c6260b76b991a6b2bc12838af30166550f30756cf3da5e008c50365b88f3f90aefdf26c9fd7493c28ed5b0a90d1c37c769b316b65dfb05210
Colleges,101464.04,192.36,Algonquin College,Professor,2010,0576301da49b88c0a6fe02ad181b4e4ff648d78bc09d32fb88e886915937a2703bdce37778ace838dd274aa3e5be86e193810dff4dfe4dd599c904db4134db8f
Colleges,104635.96,425.86,Algonquin College,"Manager, Facilities Operations and Maintenance Services Team",2010,56cc7da6d569e97088d39b216e011de246d09a1856acbec19510954c372c5e4f9c174b63c14ceef7e3336aa748c7acf5ef81f5a5ecb3e924e700e47f064258ef
Colleges,101464.04,181.44,Algonquin College,Professor,2010,5d0a7e36e9f78b886ab6e4318b9fd65df5057d5438b2b3e93a65e0cc5944c7514c1d8aec4007391dd03cf4cfd4391d3e0fdb4466e844405e557cea59a78bb814
Colleges,103310.68,192.36,Algonquin College,Professor,2010,a8c858a6bab8e049454a08c701156ef8d172932e1c7a5d2a7581118bf2b0a4d17e6c9255afb5f3ad6889f6f4e2ddb835930817a8646ae45893c4be157a09445a
Colleges,106569.19,126.36,Algonquin College,Professor,2010,894f4c2746c9c8e5110173be7c65f40df1bba6b0aeb4ecf5ab69fc3daf9782b3f0928f28062d09d9274eab07daad6765bfff20839d4112f35b2018b517aafe99
Colleges,332575.52,31549.57,Algonquin College,President,2010,bc4a7f873d41ed2b9837a3dc70e365025653287ce3345ef13f06d5267a8ffff827c5915e6e6a4ee3086943b004d1f2e38748354b348d07d3dfb84060d5634a10
Colleges,101464.03,192.36,Algonquin College,Professor,2010,c34ad2623f385d7a01734e8492c21557f1141dee89465767879481ed4881e5ee98f45e85525ea027338e7fbb3f6312a8f0b612ba300e0e2e4c6f7104d6147484
Colleges,101464.04,192.36,Algonquin College,Professor,2010,dc4637ed44214aeb8f9260067f94356185196063b6edfe9eb9a2945592910d2fbab59193906fc92016f9efa17eda54d6a6abdabcbb14b2eb4a43b9ec1705729a
Colleges,100395.22,192.36,Algonquin College,Professor,2010,2bc65480ac97bbe34d1141d18f61bab04507ae4ec05d9ea7e1f1cbe52caaf54a6e063a194a42321f2629254af524c072452086b76e19f9fc63671b3cf209cd5e
Colleges,111960.48,147.32,Algonquin College,"Associate Registrar, Client Service",2010,7763be4f68301281a5330c14c0d747825c04a8a6d83462b9c1f31b9470074ac0ec62005ec1a9397d2a4b4786d035e8ba7181dfa49aed981db56ba3e4b57d61c7
Colleges,101464.04,192.36,Algonquin College,Professor,2010,aa5f5aa8bd9b8f3e03950ee7bb6e57baec9b2ed75f2d385afc95cc241161ec3ad8f16868bcd26e9e4df02dc36668bb7fd06b6d24bc1d70613d4cdf25d1fccd16
Colleges,115380.0,0.0,Algonquin College,Manager Workforce Development and Community Outreach,2010,118b8a9241dc7daa22e24c113215602967925ce4777581e525aa809f0054503e57078ca588c6d5e34a931fc0e9f47ee7e8c025f077ebf8b9a81388dca3dfc885
Colleges,102750.7,192.36,Algonquin College,Professor,2010,9cdab9c3d7bd8cc85ee4b74447d2ea583a6e233015ea3ddd1aa50506bbfd82fcd7c532517123ea8a09678a36ac1f21ccc4e2ede133a1ee15abd1a70fc44f14a8
Colleges,101464.04,192.36,Algonquin College,Professor,2010,9beb016ee573d003c76d25d057d865467b2a13836478b5f864002367cf8fe3e42d832a1834b2fc7fd12879771a6f04c1aa5bcc3b348c38029e5e57ca0dbb9970
Colleges,103417.68,128.15,Algonquin College,"Chair, Media Studies",2010,f4a4bf5b52252fc53ec45a1b9ef9bab440e5fe979dbb87406608ea87d30af7dcba14b3e2ac7cb719c0b30cc1aa078f207bc934a7d9fed070170d11ba60793474
Colleges,104137.92,215.38,Algonquin College,"Manager, Marketing Department",2010,46ac25ea4ecc8d94383a4aeaba7d5a4bd9e1efc958bec7c30d2a234ba18cab801d898c6dda4994e9fa4dbf612cff6b3f9475867a396411266f4302b44aed6a83
Colleges,104082.74,192.36,Algonquin College,Professor,2010,0d17fb450db4d59f37c281feb2b37d44a40dec37989d6f6ffbd18671bb55d99a03bd69589256e48c0d27db89acbde6653c37c2a92fdebf726ae0308df4724f33
Colleges,140686.36,552.85,Algonquin College,"Director, Research and Development",2010,67f2d2ac86413a9e6b7f50afa4c20616e578e33dd4f559bc6a6a81de3a6fde5303c95cbcee1433de34269ae494c8dd062326af44a4b837969e79bf902a181191
Colleges,102507.0,0.0,Algonquin College,"Coordinator, Advanced Technology",2010,e83186f548ba0932ce686de641e1b7eae4add4a8ce663268eed640856490d1e4f72f70dbffe6e0d6b3862be0cb043486577aba4193ac1d7a82928acff723367e
Colleges,104082.74,126.36,Algonquin College,Professor,2010,5fd460c9106309fd00cd0c751179a3848cfa99ed64c4293afc5b50d87f0ba4b32c158fc1d0dca17ddba6ed74dedf7b7220d38bce016a13bca16e3fe4efd6a672
Colleges,101700.51,192.36,Algonquin College,Professor,2010,2471c3880ebce5b20cbc102fb6d629af057b5c27db5038da43463333bc6b83b30afe203554760466b89f0882c146edb8bf377c0839a9a9e5473385766e1905db
Colleges,100813.51,192.36,Algonquin College,Professor,2010,0ff0b0c13804bd4357c94d05c3c416732e0fa909279456f575580e61aa06accc22a986b90005f55b58b1cf1c96dccca52e3e8a4bff70f2e5e4a48717f1adbbd9
Colleges,108181.15,192.36,Algonquin College,Professor,2010,5f6c9f7014293bc01344ecdf046e063629b781ace56660a99a252f31ccab69dcc54fe049fbfcb3e8703ccfd3ce26ed7103070e5a2a767a6c441207961e1b54da
Colleges,102197.38,181.44,Algonquin College,Professor,2010,33c45a570cce1742f1b77eb9c8e0fa5bfd13bbe59c81c906db464d8305828b26f0ec11588d3fd5b48b5e6ad64ee1af343fb4fc89848094b377fc1f94130bed42
Colleges,113008.39,433.33,Algonquin College,"Chair, Marketing and Management Studies Department",2010,65c0de966c97690be0bc20fdc2a9e4aae9859de75847df40700e06dee756433c81489a42b98ac79c436ebc0636a451c8d18c9259a797b1ea9aab01fff2b9fccf
Colleges,126497.5,491.92,Algonquin College,"Chair, Business, Technology and Outdoor Training Department",2010,a3d4410fb92edd2c36e0282245f4224c4e2a693c5936c412d40250a90f445e0ff5a7911711beee0ac7252645203283941b11d1a7a21d4f359e15b704151cb2bc
Colleges,101464.04,192.36,Algonquin College,Professor,2010,8ce91e96d041aedf9ada56be586fa4be5f5b16d486cef09b8f62e5dbf1370abf46406280d2f9df83dd9a558cfc500623cfa4013dde19647aa864af42cccc2006
Colleges,120025.53,484.14,Algonquin College,"Chair, Design Studies",2010,14ec5a969d4f3e98b9fb7d06d8575f19060b3b0fcdd7d55802370e9824cb70bb8f58233238eb25c53d8f859c4799f43edb1b35c148f3d5aee16a31f37a5df413
Colleges,100040.78,192.36,Algonquin College,Professor,2010,611d3a1134835ef90c20b3ac1259845f8a54499f2164e271cb8c7818078a639351acd251469735a9d131df291e5789fd107a99d8ce309f8b4098ca6cae072abe
Colleges,230601.8,465.75,Algonquin College,"Vice President, Administration",2010,ce9031885bbcde1259e1cfc66a2a1f615b92467a7f385253e61b93e7799537f9a0f0d82c77034daeeca93eb688d88f4237e2d0c88160624df21b92e8c705106a
Colleges,104635.96,330.42,Algonquin College,"Manager, Strategic Planning",2010,8933c9f5bf36c24641cb1de419f8f02b40045a9e96427e701abe94b23ed72f157f0c7876f992dacfe5922e1a530468cd49c4498fb033cc731ff7ce6ee29b07fe
Colleges,104082.74,126.36,Algonquin College,Professor,2010,e00252a9d29e2952225e3ce10f942063359e94eaa5892c3e6e285259f8e4f375a4448887860ab6e125e535d2da209e919d9dfe1f259eb0f936b00ab3417e1fc0
Colleges,104731.93,192.36,Algonquin College,Professor,2010,8705ba1d93bc9d660257069d09171ebbc28113b24674913b60e66383959df518b0477c219852e7d286e45b51b6ecfd90828bfdeb6b05011b7d69917b85a9527e
Colleges,223294.21,815.58,Algonquin College,"Vice President, Academic",2010,de49296a44e08022b249a8e0901a5772972ae27cca22867dafb4de3f2b6a0f611496ece53227dde0fa7ca671f3e64cde740565a0c179ac0f430775a5b88329f5
Colleges,141349.98,552.85,Algonquin College,"Director, Learning and Teaching Services",2010,f29ec877ffa5d2445e245534c29d0641aada0a8c71fe5d09d6f84b8ba84e0646fc1749df50b4a0150e9b3d681cebac2999afa69441ae281a1dda64d77cced148
Colleges,104082.74,192.36,Algonquin College,Professor,2010,21e59012d5a103781de0eb70e51f486f4a7b7a66c9be5290da9f855008522b37c306ac355797ba72d31560e85fd1f98d784e25364269b48df1884eb87682944f
Colleges,102028.78,192.36,Algonquin College,Professor,2010,e013b98e37f60eece813fe68cc52ee78103b03db4635768bff55f61f063e699a38476cb3d07bf3c091aa5efa41f0a63507e42c6cfd645173213e80a7f32c7fdb
Colleges,117672.1,371.93,Algonquin College,"Manager, Network Infrastructure",2010,9be7330bd74c071eb571ecddefdaddfb331fd1f8fbb75260158e919b9ae6c6513254ff23d37230ccded5486c4be5524fd203925e0ed8294bb7421235c3609546
Colleges,101429.08,192.36,Algonquin College,Professor,2010,240d8c214c53264b92b77a660ada53f91dc36ebb662b5a13027418de585da320952905ab718f088531e46436ab40c271c04704ea4db9d67ece3d7c2604670de0
Colleges,102122.24,192.36,Algonquin College,Professor,2010,9ac450d18f8c858d54e0ab37c8b189f015c8dcc34364923b1b29f203288f88ed82e4efe636348871b344b276ce4ad8a0e1bdd3a901840911f9e4006405ab0cc7
Colleges,140686.36,186.52,Algonquin College,"Director, Student Support Services",2010,ad7b20a6dba2ad11681069454609782b4f8ad033e0bf0304fe0770df714f0877e4540350e6fd94c8c7b0ee57004c9950a7cae7348742a241ff5a3d4de5789075
Colleges,122881.02,501.47,Algonquin College,"Director, Staff Relations",2010,69bcbe40d8ffae06d3608d67d1f7b3cbb3b9e2ae49f175828d3b76a78574d8719f4ac8a1d90c0f338e1a1bc7095e63eaf0cdf73e82be6b618fec6e31c174804a
Colleges,201055.14,716.75,Algonquin College,"Vice President, Business Development",2010,dcf717d1e58074f4cb130bf636bc934d06162337eec3358866833a97ea60b401766ccbc558733e2fa0e44a02ebb2a7774dd5bbbf79016e1b97fb8f2edb6064be
Colleges,144364.34,554.6,Algonquin College,"Vice President, Administration",2010,85988bd35aeb0fda2cfd597243f1cfba153204ed63c4024f7ee7884623382e9e1f3a12d15f601d6af7b53a93e002f900f17f2b973efdc68744b0e5c9740a2b9e
Colleges,101837.26,192.36,Algonquin College,Professor,2010,fbf1dec60722dc2ce9821d3f918355d334bbfd3e4d9aaf039f183051779d76ef36e23bea2e228fb160cebead0ad40a1d0e3afa6e9728e9b0580ce2e38dcbc350
Colleges,100200.75,192.36,Algonquin College,Professor,2010,7ad74a7f635240d9033d9a4dffcfb3db0d00d378239b7823d63156bfc4d99cd6a03d5371f1419adcc99d20c7f9e45edc3313aa7e9993eb263a57a338b6feecc5
Colleges,149731.92,196.56,Algonquin College,"Dean, Faculty of Arts, Media and Design",2010,a6a5ec0594ff432a9df87c0681189e2619fdb7507885a13f727ddd2ff4f8d7a57de2c7754118f5e617028e0a12efd8801f3eba836df6b5dbf9672bc4d8ee2f5b
Colleges,100246.46,126.36,Algonquin College,Professor,2010,8dc2d22c5d20ec895862b72fbefe321aeee57cbec762637b6c3473c1b16aa1fe306fb7af9860ed0167de1d3237d19cc66981a23f7197e32180c6a55c069f6487
Colleges,130149.91,170.19,Algonquin College,Registrar,2010,1f1231c503055a1e187be9bdda6cb4350e59db495896108e4dc8c84d8e868733f627c10b2aa41cc8684f23fa9a68547e6f3842e233dc74b89fb8f329e7e9dc16
Colleges,103188.94,419.36,Algonquin College,"Chair, Language Institute",2010,c42407c794eba70578e4882f7b60c4faf540e7cdecde3b156942423c316e3bb6945cae73eef9e26c67434ec5ee64a77db50d00f221f86ac6dd4800ab7d1d679d
Colleges,102547.94,192.36,Algonquin College,Professor,2010,a980a16d8aded4ecbf0a06531585956328a7bdc28b3e166dfb305941f183929053915ead3dbee3a170ebf05194e4760567c9e740816ec119a8d6f3a272e547f5
Colleges,105262.9,192.36,Algonquin College,Professor,2010,8df3177e0cd6f041245985bbcebc840ca7e21e284883b2d2e81e061a4517d3bbb220f426f125ce17a3f9a8762028a3e9fdcb2c3ea20685ab5cc13ff05d2d7706
Colleges,101464.04,192.36,Algonquin College,Professor,2010,3a754a588093ff9b6886e87d62c7e62d65d470fbc8b223d1316a6c2625e94e220912bd05e60e9ca14edf946c381229dfb3bb1111de6af9bbb8e54c2a35164633
Colleges,100996.32,192.36,Algonquin College,Professor,2010,d2d71168fa4c2e2e4762abbbdd899d42d0d409c948c8be99640c4bfc7230ff1148a5d55e62cfb69608ac4e1b147e17929194524cc3fa5d0d04ade9a94fa27ab9
Colleges,101464.04,126.36,Algonquin College,Professor,2010,eebcdb3e5f64e5dacf71e2fed63472da4a83782ea494e2ace8cc66e2488f74ce7868709eadd733559bd252cbd5487572a55ecb01f7ec3bc1c5486263346b70da
Colleges,100600.26,401.44,Algonquin College,"Manager, Marketing and Recruitment",2010,a705c507ec0663c08c339eb64aa2454b1639be3c540d6e2301376bd84746c735c1aaffed15875f4ae73f71aa1207b885470ac2ef2781e0e405d27df60352f0f1
Colleges,149731.92,609.66,Algonquin College,"Executive Director, Academic Operations and Planning",2010,d69ec72bd56794335eca8b2bf5550b664bb490f14319c2edb14e4ac162aed145de7b28e2548c129e0a57f6398d72fd29974a0028476ac89d7cb8dbcfbce6709b
Colleges,104635.96,137.6,Algonquin College,"Manager, Enterprise Business Applications",2010,77f40e634552adf12962e267c34868756927f041a3b35dc8e3b66c300d6820f9040df1d3b6221e92d9d77985a98b1f6cc76eacb2f0783fd5f43c7cb7cf240e46
Colleges,101012.3,126.36,Algonquin College,Professor,2010,3e0bf6edae12e04fa9eefe4263e69cde7ee91c7f12a921c4f876a81d43fd4c1b09b24be5a3ed758399204cf21d3d4815bf8eb0a23e635c0aa654dfced56fb262
Colleges,104477.02,192.36,Algonquin College,Professor,2010,92664ba971f68614b4dfd3ffe1f103653657bc0833bae0beecd4b9c4f4896a099f0c7fb670f84433509048b410fdb0ce5af8f762a0bbd3321b24433b5380b673
Colleges,102023.67,192.36,Algonquin College,Professor,2010,60af562a431453eaa30e9214f3a8bfe47e78dfbaa3d4d4dfc0c5b80d8a8d68e73d8fc89fc66c63127ff810d21e4b1d613ecd3e26f74e13111644b2e7ae80ad41
Colleges,117672.1,480.25,Algonquin College,"Manager, Virtual College",2010,1a27c6f4362c17073ed864e641c3141e4a9e75c36dd806674f66bbd15fedc9230b78bf3b22d846c941423dd24adb43bcccf45a36feee891dc2c33f19c3b9954d
Colleges,132722.98,541.19,Algonquin College,"Dean, School of Part-Time Studies",2010,f6299509b0ce1e8cd5ae728b1d9b64833c8b0cd1ae20a20674e77fa47f408710ca99a7200e7f6f805ff589a82137c81328013596c9b50c56049b679fe92b3d28
Colleges,101464.04,192.36,Algonquin College,Professor,2010,cd53138c01a42ef4d684ab0c3341aaaa40cf2de2c964ea417e3b6f0e0948c63efc2a35d47197a2315628e4adfa5b8c5bd0f2710e6628c764847d4e4d2ca23716
Colleges,108821.4,336.25,Algonquin College,Project Coordinator,2010,6aa73e7d2406bcfb714545c9c3884a346bf2847a5de262c71df06c2a6269288426526d1953b28c028e831be1f1f658537e0f9e530649d880bd99a6289505ce86
Colleges,123555.7,379.71,Algonquin College,"Executive Director, Algonquin College Foundation",2010,7b433f403c75d6c54a713a22c19a07a5a767925a51ed67731a724c2677f9e7f91b4d9d0803fca11a2128ba41476082b9639ef5e635d763a16cd95c584953895a
Colleges,115099.56,439.47,Algonquin College,Facilities Planning Specialist,2010,fb45dee2e03e8c3f6cd347d3d326349cbd447d7a93a3cedbf1835ff00c16cab51ffa7320cf1d8d2368156a1ff00285a3f7ec0495bbd4da13f1aa93db63207ea5
Colleges,204434.23,255.21,Algonquin College,"Vice President, Student Services",2010,34517f093a9f13f705cb18ee2b9bf37bba4add7e9f7501003bc3188deab0bae2fceb5080b72a2beff1caf0420d41f212f22acde69ef539061cc3ba17961bc7d2
Colleges,145995.28,314.6,Algonquin College,"Director, Physical Resources",2010,1cb0481815e7d923e9b35753da5453e82abf02ebbc06607a3b880acd14de06cbe534dfb5630e61da30fe57bcc84a5b41fcb3ef1748a610212a3bc3cbedd81801
Colleges,101464.04,192.36,Algonquin College,Professor,2010,6d7d0511c7bd9892be004a9b87ce4b2b41ef6f4d03a7d35961c6c22d2d3a233192fd4f588e793ef2bf75a3fbacd8591e8ebefaf39bc21d0e4184a80fb48881cb
Colleges,121202.26,486.09,Algonquin College,"Chair, Culinary Programs",2010,b9120212e391178a821bce25cd5ab36f89e3bbf735adc4bb7068190b1ef2947af84bca09c9d34e3ca19dc73267f9942b274e018d55cdf68e8a529b97a8c93f63
Colleges,101464.04,192.36,Algonquin College,Professor,2010,00544e07e6e76341db4218255a6d2d1bb3042fe1054cb7c12bcb88bba0c51eb7d02a1fded7761d7c87b397b37f88df6ab1523f7f74ac4b300dd8e3e9690ae250
Colleges,113471.97,462.2,Algonquin College,"Chair, Community Studies Department",2010,56f91daf60d911ef8509f012125d25110171e6b28966f25e2f1879069f8d0aa08192a73e35704ce97136340b8cf74b17bf4c258617e865aa616337a5cf72a1f0
Colleges,104082.73,126.36,Algonquin College,Professor,2010,3d8e0d77e74ae2af0335341ba2f9bf20f71ee299707a1695d5b60fa04835a161ae11260f006ba15091b0de7db56c6d0f4f195ee8020d24b599054913de6a5116
Colleges,103369.94,136.86,Algonquin College,"Chair, Career and Academic Access Centre",2010,64b7326b1973e8f3f4a0467cd6b2727a3d87ec6ff0b62a92d228cea2a4d50244227420fa1f8e8783f6ca64c96d79d03ab5533bf6fa13417bdf988ef87021f54c
Colleges,117672.1,480.25,Algonquin College,"Chair, Hospitality and Tourism Department",2010,bc68f6be04a58fe9837a4d33ff600778c3892f8f6b8de9d11f3469cfb9229d7b49588a2b72db1dc185b1a9f9697b25a996f345d4a7becf7c0d0f420a40bd336e
Colleges,101911.59,0.0,Algonquin College,Senior Corporate Learning Specialist,2010,40cca11b057c985c0f0a1d76cd8b4410ae8d16dd4b1d718dada25897714809324bfc38d5974273413bb30ae000e7c25b520a8692f0e4e107462633c6877a6122
Colleges,122009.57,380.63,Algonquin College,"Chair, General Arts and Science",2010,581a9e22dee44d231a7a4c14dfb2a5f1047ac035cded1bff346a11b9242eed0e31fca28e9c844c6da03494e99eaeb3a28488805af790afc89fde9da9cacae09b
Colleges,101541.44,414.33,Algonquin College,"Chair, Financial, Office and Legal Studies",2010,0cf909e90b402065dd8411205e0cd5601297df93136f15e22453e638692a64dbf7d27d14574352c425152e46d0a8d00bb27eff88f31ecae7330410dc90346af8
