Sector,Salary,Benefits,Employer,Job Title,Year,ID
Colleges,166098.26,10826.56,Algonquin College,President,2000,bc4a7f873d41ed2b9837a3dc70e365025653287ce3345ef13f06d5267a8ffff827c5915e6e6a4ee3086943b004d1f2e38748354b348d07d3dfb84060d5634a10
Colleges,118978.35,5433.3,Algonquin College,"VP, Finance&Admin.",2000,3dd661aed2df5774a382ad45ae1b90c08341a71b6fdf5c7c33f691a95b43daa4098d968bc9f869c73435e7ca19062c4af38a60a7b3cf4a96bc81f2885b6ba878
Colleges,119337.72,5440.56,Algonquin College,"Vice President, Academic Services",2000,f784297f0a7250e2d98bb4166f3bda3e45d9f8f64cd21371698efa6b93a85dcae224f88cec2310b79563e07c0d54aef73b44c6870e8838b6b90563dc3a99bde9
Colleges,114069.2,0.0,Algonquin College,Sales Training Consultant,2000,4b8a110807dcd950bca8dcca70ecbfae643a710625174abc29701687e1d50b9571d92b41c9862cf7341be85eeefa9670ecc2f75fb35a3f522d1a72cfd65d3bd8
Colleges,104738.65,157.56,Algonquin College,"Director, Business Sector",2000,fb1416ef5e0aa37406fc8181365aaa2de2772ea3ff586989fd042c12d4c19e43b2a11c6506c8d3e4613237ed2eaa56d6433238869adb1cfea3b72ffb202b6ec1
Colleges,100605.93,147.21,Algonquin College,Technical Supp. Specialist,2000,33797d731bd4ddc5624e458efc5220a749608a549c07d940c7f59093c2059f083f18843c7748209271dc3870082c8a78df6f23b69d5684b4e8dc1b188aa0dce2
Colleges,103811.03,5369.76,Algonquin College,"VP, Student, Life&Human Resources",2000,bed721cab1a77f920a153b726e2c1d7cae81c523a2d0323b810f788cba35cb22e9fb4f2fd6c3df30adb7a3a9bfd872b51225df5a5a79b3d09cb99ba9fbf98fdc
Colleges,110219.16,1835.78,Cambrian College,"CEO, NORCAT",2000,6ab139b7ac54d4d9a783dc46a1e65d65dfb42d0dfdee88a96b6fa6b82ab66fa301729e622a93fc9775c6f6c06231251ecd2e7572e19b1c912429620b31890c4f
Colleges,160872.71,2751.85,Cambrian College,President,2000,0fd5a43ebeb45735350e89d0d02dc072176a016c6558902d6f6491e15e0c80f5c867ed3c20b32a035fecab9f7064f2b214060fb2aabd6ba5ac9631dd983c3fab
Colleges,124220.4,204.0,Canadore College,President,2000,61f4cfb672c0d7aa0aea9ca7c55c79cb617b624bcb7a80a09c57ec60fc3c7b82f4af205765ff78682d8a37360b9de0072c0b54a0ca7f9899b9367e53c79fb9df
Colleges,101465.17,441.72,Canadore College,"VP, Academic&Student Serv.",2000,02be64e3e7595429bc44f9bc18e0db377b6e18a97a1fad0270cac6b8538922cb7a0e22b448be35282b837546aeaf3f591806e292c2715479d5db7819a0199ffe
Colleges,112885.31,0.0,Centennial College,Professor - P/T,2000,f4a67d8beeb1badd0c25c15fc360294d99cfd95fa0882857676a58ba7845fa8bf4b6b0bbb79a56f1379e2b35e631d28ae0f218544dcc317dad9e415b749889a0
Colleges,120126.9,116.55,Centennial College,Professor,2000,2c941d4affa85ab42e262c1313c17bf951fcf0ca12d3e74c298eda543644d07774382aa95e2544685706372cbdc96b4348121aa754fe2e17bf767b6d308e0492
Colleges,141317.38,584.2,Centennial College,Professor,2000,30e7bdadda77563e885f39e79dbd4206ae0fb9b29661bc0096d9f916adefaa551109391a7f93b04097b656f5814596d334c28664c8653a933393250af2969691
Colleges,102137.49,74.94,Centennial College,Professor,2000,14a3dcb82a67e5eee61c88c03d7f6eba6f6179d482b99708c96d326f93299aa800a730f17a9fd1217f69081516dde8bb74e04cc17eb6442a47c248a597b91048
Colleges,187087.72,187.27,Centennial College,"Manager, A/P",2000,9974f4ae20b28ac70e8791f8928925b08717d2c1f0427b71cc635d567219e5973b4b2e28bb2f5fbfbf38db14bc491df86f33afeea138f37cb890f05817cc7033
Colleges,114629.38,54.72,Centennial College,Professor,2000,b9ac836930050ab8b2a8eeb321a327c7f21f47a2bbe898b7aab974c8dc7df659ba439621a8779f87768225e44bfcecba2b05d1161721b0a7f87d0b54eed9f1dd
Colleges,121192.31,6306.37,Centennial College,Chief Info. Officer,2000,2599bf138e0d101b9d2f3a32b65f9e16f4bb930f6f53f09ee2ac4bad83c9e333aaef7c5a172e9151a7e18c5b249d16585d105f7a4282004bd9b992f0a3050b7b
