Sector,Salary Paid,Taxable Benefits,Employer,Job Title,Calendar Year,ID
Colleges,"$102,543.28 ",$549.29 ,Algonquin College,"Dir., Information Technology Srvcs.",2005,de1e6938876717bb6d27c28a039430cb0a01e52f11cdbd8fd8666e275d4228f9
Colleges,"$100,391.51 ",$524.04 ,Algonquin College,"Chair, Allied Health Services",2005,47f1c28c87e2f6ef7dff9ec6da83019d706d49c0db64f72872c9b442b4c4bfc3
Colleges,"$104,561.36 ",$557.28 ,Algonquin College,"Chair, Health & Community Srvcs.",2005,a46f1dcf6169763a1c898468f06552cc7f3d11da8a8c82e270a731547462d927
Colleges,"$133,321.69 ",$625.58 ,Algonquin College,"Exec. Dean, Hlth., Public Safety & Comm.",2005,2f60057ba84f3beb455ad02c3a1b05d9bba89d76b521d47e11f9aede6a0e05fb
Colleges,"$104,561.36 ",$557.28 ,Algonquin College,"Chair, Architecture/Civil/GIS",2005,559b88328a0993b3313a369b615630b303a7d06493a31b9d2f9859044c9586b3
Colleges,"$108,378.11 ",$557.61 ,Algonquin College,"Chair, Computer Studies",2005,c39df12f919c0e151a8684f697b3687122950fb6f01d473a52344d6c959d1352
Colleges,"$114,239.46 ",$474.48 ,Algonquin College,"Director, Finance",2005,29d103d278b3cfbb370431da30029e32063ee393922f6b9e65f020aa0ed1383c
Colleges,"$104,561.36 ",$293.67 ,Algonquin College,"Chair, Community Services",2005,131233bf9fe5d60ef59e87fd23df898f66dcf99d35ccb47d00bb7c3b648d0116
Colleges,"$121,714.50 ",$521.64 ,Algonquin College,Business Development,2005,907933655c0b1f1b8e8afce00014bf338d61f999e2a7770ecf8267d51302d166
Colleges,"$110,384.91 ",$500.73 ,Algonquin College,"General Manager, Food Srvcs. Operations",2005,bdc99f791de13ca13187920dcb116df2ab569861b86fdda9b5da861374185c23
Colleges,"$104,561.36 ",$160.65 ,Algonquin College,"Chair, Police/Public Safety Institute",2005,c20c6a0633bcc6018daf3a7a98654371ad4f644d18eb2934cbd5738b311a55b9
Colleges,"$116,789.46 ",$474.48 ,Algonquin College,"Executive Dean, Academic Development",2005,74289546ff783a9aa1dd56175849096b8f6f048539c32a74f32e8a581c7d3d82
Colleges,"$104,380.59 ",$432.34 ,Algonquin College,"Asst. Gen. Mgr., Food Srvcs. Operations",2005,5a3c60cba5773bab4bd055315ebc9d25677ff5c2b1c1e2289ce6988583afd9b9
Colleges,"$104,561.36 ",$657.28 ,Algonquin College,"Chair, Electronics/Electro-Mechanical",2005,f795c18cf463fd7435eebc3e24d9f0bd05070d5cdf2ddc3c754d0a5bc47eec4f
Colleges,"$242,443.07 ","$18,106.48 ",Algonquin College,President,2005,ddd4f9a47b358f1e9d2db06ea2d2abc4393ad3805bbea02bac57d58d188caf61
Colleges,"$164,212.80 ",$704.61 ,Algonquin College,"Vice President, Academic",2005,5f924405b0e4c1edfd8044c670f7c2e09fa9dda41d77e657a99a05b56ea5c0a6
Colleges,"$161,642.80 ",$704.61 ,Algonquin College,"Vice President, Finance & Admin.",2005,93a1d4aaa54adf72ce876d6b7bbe13af8867408e5cd1d3212aaeac993dbf635f
Colleges,"$119,132.30 ",$177.27 ,Algonquin College,"Dean, Perth Campus",2005,aeaf97de6ec8206405bcb26cd676398a24694ff3c9fc4c625e4ee243ec670189
Colleges,"$122,007.59 ",$653.64 ,Algonquin College,"Exec. Director, Strategy & Business Dev.",2005,0bf3df0da91e9c2cf4b246071496d70ab194f8fb704cf62fc92333cc9a4cd258
Colleges,"$104,561.36 ",$557.28 ,Algonquin College,"Director, Learning & Technology Srvcs.",2005,8318c3f25aa5d3a3fcd3dfe16f2f93fb6f969869cde5a3c594d492c599682a74
Colleges,"$112,984.39 ",$596.84 ,Algonquin College,"Director, Ancillary Operations",2005,7c4e65fb535f52f6ea810134b547b942f5f43bf32c98727c9bdda7bbbe496d51
Colleges,"$103,194.33 ",$425.67 ,Algonquin College,"Manager, Network Infrastructure",2005,c1397db5cc46ed98b81181255a529f08b62e4fc044abf6741545d6a3659b4925
Colleges,"$108,449.21 ",$570.61 ,Algonquin College,"Chair, Marketing/Management Studies",2005,d6d3814a5d056a45f3d50d3c82b45ba0e67cd58dd10138c44888a9425e4cd476
Colleges,"$124,938.89 ",$662.43 ,Algonquin College,"Exec. Dean, Faculty Arts & Media Design",2005,c6021e4cf0a34b6000e535b4e52c551a5df53371009298a4d80f00cf0e28403e
Colleges,"$100,932.49 ",$534.16 ,Algonquin College,"Exec. Dir., Academic Ops. & Planning",2005,ae7aabb8db1b11a364f45d9db8314632166bf3c820d7095706c43f42a3d81193
Colleges,"$103,046.65 ",$108.06 ,Algonquin College,"Exec. Dir., Academic Ops. & Planning",2005,5fd2a4a2501d3cc22011b610e90a74b0d7eccb8097362a5e36707622e1a2ecd3
