Sector,Salary,Benefits,Employer,Job Title,Year,ID
Colleges,103428.18,5375.72,Algonquin College,"VP, Development",1999,b81b43a0235cb5f736e9261e1e6a2625341c996287a487f36417f36582b3078ce1edd7f4824bf3bf8e2f13d7bf61963378bf2e7be14ecd45975668e6befee86f
Colleges,147293.02,11311.15,Algonquin College,President,1999,bc4a7f873d41ed2b9837a3dc70e365025653287ce3345ef13f06d5267a8ffff827c5915e6e6a4ee3086943b004d1f2e38748354b348d07d3dfb84060d5634a10
Colleges,113891.12,5434.3,Algonquin College,"VP, Finance&Admin.",1999,3dd661aed2df5774a382ad45ae1b90c08341a71b6fdf5c7c33f691a95b43daa4098d968bc9f869c73435e7ca19062c4af38a60a7b3cf4a96bc81f2885b6ba878
Colleges,117512.24,5455.36,Algonquin College,"Vice President, Academic Services",1999,f784297f0a7250e2d98bb4166f3bda3e45d9f8f64cd21371698efa6b93a85dcae224f88cec2310b79563e07c0d54aef73b44c6870e8838b6b90563dc3a99bde9
Colleges,102559.35,491.28,Algonquin College,"Director, Hospitality&Tourism",1999,0085d1aa1a1a623e39f3c11b3d5530d3816cc4b4999d13c570390adcd8fac00b1d76a880566288dbbe47291898c9d4d486f754ade73fb89ae0c2291b93005753
Colleges,102231.43,5364.4,Algonquin College,"VP, Student Life&Human Resources",1999,bed721cab1a77f920a153b726e2c1d7cae81c523a2d0323b810f788cba35cb22e9fb4f2fd6c3df30adb7a3a9bfd872b51225df5a5a79b3d09cb99ba9fbf98fdc
Colleges,151093.77,2705.97,Cambrian College,President,1999,0fd5a43ebeb45735350e89d0d02dc072176a016c6558902d6f6491e15e0c80f5c867ed3c20b32a035fecab9f7064f2b214060fb2aabd6ba5ac9631dd983c3fab
Colleges,132875.94,204.16,Canadore College,President,1999,61f4cfb672c0d7aa0aea9ca7c55c79cb617b624bcb7a80a09c57ec60fc3c7b82f4af205765ff78682d8a37360b9de0072c0b54a0ca7f9899b9367e53c79fb9df
Colleges,102198.18,75.39,Centennial College,Professor,1999,0a508696d211c72317d6069b56a93e2c9c555716169af183c52cf8a20182520ec73ed9b44035014ee9d883158f98c25bcb6e1d046661cc48e536654e035feb34
Colleges,100391.88,95.8,Centennial College,"Acting VP, Administration",1999,ea2b4e028e6f94f1f39881ded65fc35527dc5b7a1e5c9e14f8d71a3d0ca53f964026c86012c7d2140f9ceb39af21f9221cc32f9268ea378682ce8d48264f1efd
