Sector,Salary Paid ,Taxable Benefits,Employer,Job Title,Calendar Year,ID
Colleges,"$136,794.34",$622.39,Algonquin College,"Director, Information Technology Services - Chief Information Officer",2009,de1e6938876717bb6d27c28a039430cb0a01e52f11cdbd8fd8666e275d4228f9
Colleges,"$107,007.81",$193.02,Algonquin College,Professor,2009,ccec62ee5adbbe031c672e0f4eeb0193fa36865e88b6a9c0be343b580a213496
Colleges,"$104,586.89",$193.02,Algonquin College,Professor,2009,0246c424381f5b172529a99f2d38cbe4f717ffbaa90d92341f2bb43f75125d2e
Colleges,"$123,287.56",$552.82,Algonquin College,"Chair, Allied Health Programs",2009,47f1c28c87e2f6ef7dff9ec6da83019d706d49c0db64f72872c9b442b4c4bfc3
Colleges,"$123,020.57",$552.82,Algonquin College,"Chair, Health & Community Studies Department",2009,a46f1dcf6169763a1c898468f06552cc7f3d11da8a8c82e270a731547462d927
Colleges,"$198,409.06",$809.90,Algonquin College,"Vice President, Human Resources",2009,2f60057ba84f3beb455ad02c3a1b05d9bba89d76b521d47e11f9aede6a0e05fb
Colleges,"$104,237.58",$482.88,Algonquin College,"Academic Manager, School of Part-Time Studies",2009,6bc2cc03b21e0798d97e9766184c355e8b4cfa261e9efb0b3cda3de59b017a3e
Colleges,"$111,025.65",$126.36,Algonquin College,Professor,2009,9ef0e73be0523cb6d0090e15788bd23721328709aec3a26c0a8f9e0a690b6b2f
Colleges,"$112,484.78",$167.34,Algonquin College,"Manager, Community & Student Affairs",2009,d202f1f53efb1eb74bce5a62950600aa650c18e6f7b04c14d5367700491f49c1
Colleges,"$102,217.93",$193.02,Algonquin College,Professor,2009,a9cbe4f3e280c2fd0ffd3a14553f0097525739e460140f5ea007a81e23b1cbda
Colleges,"$117,223.92",$544.01,Algonquin College,"Chair, Police & Public Safety Institute",2009,a1c276661fcc9e2b49c21aef7935cb428682fe1dc6995e5bdcbab00c43a6082e
Colleges,"$156,102.35",$701.96,Algonquin College,"Executive Dean, Faculty, Technology & Trades",2009,c39df12f919c0e151a8684f697b3687122950fb6f01d473a52344d6c959d1352
Colleges,"$132,217.67",$474.50,Algonquin College,"Director, Institutional Research & Planning",2009,29d103d278b3cfbb370431da30029e32063ee393922f6b9e65f020aa0ed1383c
Colleges,"$105,083.20",$126.36,Algonquin College,Professor,2009,d77f671d2c05c1eb88c9f71259e1495625a865243afe6daef3be938df5074759
Colleges,"$102,217.93",$193.02,Algonquin College,Professor,2009,c846324b113a74058ecc743fed5c88d4c72be9340f014d80a32ad7ff8577cbe0
Colleges,"$136,523.62",$603.27,Algonquin College,"Dean, Algonquin College Heritage Institute",2009,20b3cd970324bfa3462c30b5e8b4e830932909c5d75ee4409f2aa000c6b00711
Colleges,"$132,217.67",$613.58,Algonquin College,"Director, Marketing & College Enrolment",2009,d2d188e4336b7619667a42102794722142b647f0089c6848cb59c435c361cf1b
Colleges,"$139,313.96",$194.73,Algonquin College,"General Manager, Food Service Operations",2009,bdc99f791de13ca13187920dcb116df2ab569861b86fdda9b5da861374185c23
Colleges,"$100,204.32",$193.02,Algonquin College,Professor,2009,e1043b51f4206b8b42cb58ed9c0681e6530e9f97f3fe53489e3a1366a7fdc6e3
Colleges,"$138,755.77",$624.60,Algonquin College,"Dean, Algonquin College in the Ottawa Valley (Pembroke)",2009,f62719bd8038754a4718aba76b300dc6b7f98334d109b31f668e65a4508ffddc
Colleges,"$146,341.05",$680.27,Algonquin College,"Executive Dean, Faculty, Business & Hospitality",2009,ed45a96db51fdc2ccaac39348cd3797208fb8eac7f61902854e793d4ab44c49d
Colleges,"$148,480.83",$534.58,Algonquin College,"Executive Dean, Academic Development",2009,74289546ff783a9aa1dd56175849096b8f6f048539c32a74f32e8a581c7d3d82
Colleges,"$104,208.36",$193.02,Algonquin College,Professor,2009,38d76753fcdf40e9bc7c2c6ab419e98c2ebee85188fb357147f6d41973d0b487
Colleges,"$114,068.99",$433.86,Algonquin College,"Assistant General Manager, Food Service Operations",2009,5a3c60cba5773bab4bd055315ebc9d25677ff5c2b1c1e2289ce6988583afd9b9
Colleges,"$101,412.01",$193.02,Algonquin College,Professor,2009,fb97077e80901b623e913be170b9f0f455db67b8f3aa71fa4f81a08f7149d641
