Sector,Salary Paid,Taxable Benefits,Employer,Position,Calendar Year,ID
Ontario Public Service,"$113,237.85",$190.36,Attorney General,Presiding Justice of the Peace,2001,e35802bb3639ba15fa35658f9fa453ee9c3c3ab6bdc1e8b28efa982fa4dd7fad
Ontario Public Service,"$112,941.96",$176.74,Attorney General,Presiding Justice of the Peace,2001,6fca64977fca230b538525e21fd780877245675e6abbd7e2252f87f268aece71
Ontario Public Service,"$150,739.53",$298.41,Attorney General,Assistant Crown Attorney,2001,8994fc23c9ce66a0472a1c5263af68725f72cbf608dd44d3535e583a7565e030
Ontario Public Service,"$126,244.32",$82.04,Attorney General,Counsel,2001,22ce73a3fc708b1d1f945ea18d78d01b92307ae72136b71d7ddc6113c95c119b
Ontario Public Service,"$120,151.18",$239.46,Attorney General,Counsel,2001,10e7d6bc085b14eaeae1559269ea587a4a8d938372611fa96714c69675f3e09a
Ontario Public Service,"$174,283.72","$3,625.62",Attorney General,Provincial Judge,2001,1ee5bb1c483e50079df72479ad30244ae06ef2c5e05ddeb663640337b9693cb1
Ontario Public Service,"$174,709.70",$344.48,Attorney General,Assistant Crown Attorney,2001,3bebe4a53faa04bb3083946a0aa3f8da58d0c89dde9091cae85dac87dd953591
Ontario Public Service,"$118,084.94",$234.87,Attorney General,Assistant Crown Attorney,2001,ca7392ed6b0baaa09e7cad7a78b73686cc1f1641dd6b8acdac660a017dc5a867
Ontario Public Service,"$125,159.37",$118.60,Attorney General,Presiding Justice of the Peace,2001,341939590c03da6bc27dd1e779706a7f3230109e2d5997d23df3dcab7ee285e9
Ontario Public Service,"$137,806.40","$3,625.62",Attorney General,Provincial Judge,2001,9da8320ad4f7628de190b773d2ce23a09fc1c7c1539b77ec280eec2ebc8f465f
Ontario Public Service,"$132,588.22",$0.00,Attorney General,Presiding Justice of the Peace,2001,720f74db006d1fef60e66aa7aad018b3f4242e715d4c6dce11e17a78d5ddace4
Ontario Public Service,"$171,388.82",$341.22,Attorney General,Counsel To The Coroner,2001,259242b29eecf0b1acce8afbdc68a5e3c6e8bbb4cea5145eef9c145133956e4d
Ontario Public Service,"$181,069.57",$360.63,Attorney General,Crown Attorney,2001,55468c0420df4577ed615e6ea305d302ffaaf2d0a7336f8612767e3012207b54
Ontario Public Service,"$174,234.96","$3,625.62",Attorney General,Provincial Judge,2001,4a2783715c9ab3d2cc9db0556877a5a912ac1215b89f87e8dc8fa8dc6cc79686
Ontario Public Service,"$107,609.16",$176.74,Attorney General,Presiding Justice of the Peace,2001,f935e2f1fab2b71edc690f78a51061b3d37dee1b2701ffa02c645dde45c587e6
Ontario Public Service,"$108,703.09",$218.19,Attorney General,Assistant Crown Attorney,2001,eadbf1b42c37d674702c614c76369acab4e1b23c367ba3691190f5656a3b786b
Ontario Public Service,"$174,234.96","$3,625.62",Attorney General,Provincial Judge,2001,33fbf10dfd6c52e325a1c6fe50c7ae277f854e46b60b24bc81525e64385d04e4
Ontario Public Service,"$157,081.11",$312.78,Attorney General,Counsel,2001,840b72c5d9c9b9aacd73af9c3f986ee54a8de74080b7e448a2c624b0922a734a
Ontario Public Service,"$120,393.09",$0.00,Attorney General,Counsel,2001,a8cad8fbd4e263dbcfa919ded4790c6299d713dd566c18a18987c0f9be6c7776
Ontario Public Service,"$117,965.52",$0.00,Attorney General,Assistant Crown Attorney,2001,4e77add52a2d0df120741041e19b34c58d0d690b788f6b75c3bf1bd54e8470b4
Ontario Public Service,"$119,784.58",$143.48,Attorney General,Presiding Justice of the Peace,2001,f218e9650061beddd80be9ced7ee1003295d6bb804fcb94e737a5dfba9074f81
Ontario Public Service,"$174,234.96","$3,625.62",Attorney General,Provincial Judge,2001,9eb748189c8e509efd8d6c16f9b8a0078daad8a4f6adc76b628f8360d7125759
Ontario Public Service,"$167,104.18",$332.79,Attorney General,Crown Attorney,2001,0d172660ffe8b1fc8434b7229fa3c6b94aa76a2f8e162ec8c145206a70a2ce37
Ontario Public Service,"$100,747.02",$221.49,Attorney General,Counsel,2001,9c1ba59facb3a6f6b7efaeb158beba8cedd04a580f215097764cd310a48ae4a1
Ontario Public Service,"$137,183.53",$272.88,Attorney General,Assistant Crown Attorney,2001,d0ee71a744439d18bd08e401370929cda6d6f7abc50ca573dcb6a5091a2ce146
Ontario Public Service,"$106,698.58",$221.49,Attorney General,Crown Counsel,2001,d040ce075a60d1bf4b68f8ac19636c5dfc75101de56d6a3c96e7fd894050dcc4
Ontario Public Service,"$157,080.99",$312.78,Attorney General,Assistant Crown Attorney,2001,a321d128f3cc9c9bf1371a229a8d7f699c5d8005ea7a2212b076bee5ee60cc86
Ontario Public Service,"$116,468.12",$231.48,Attorney General,Assistant Crown Attorney,2001,be6e58539e6312e1973296c12a07da34f5a0effc34306204f1a6357117d1fc96
Ontario Public Service,"$174,234.96","$3,625.62",Attorney General,Provincial Judge,2001,387ef75a46d7a3de63d084f9904e85596293d1954d8fd5c48a7dc0913844fbb6
Ontario Public Service,"$169,512.05",$337.50,Attorney General,Crown Attorney,2001,5c278fcb0f661ef95362ac2fee506216ab8e150756fc55566608da5b9f1bd241
Ontario Public Service,"$111,974.97",$146.56,Attorney General,Assistant Crown Attorney,2001,ecc2fb8f9f22a237448ececf6c460ea6ac708cb2b1e5e303260071a3b8420bba
Ontario Public Service,"$174,234.96","$3,625.62",Attorney General,Provincial Judge,2001,740610f5eeffc3f2da7d35ebdeaf28a65d2cc436803ae832143dc0978e8ec065
Ontario Public Service,"$123,575.76",$201.58,Attorney General,Presiding Justice of the Peace,2001,dfee46e106c20fd7468eaec55682cba180456c071d94e7e1c8996c3b90102f8c
Ontario Public Service,"$107,609.16",$176.74,Attorney General,Presiding Justice of the Peace,2001,bb9fd822c4b35b1d1a688008b0c9a385992299fbf65a1eb5419c8e8de7e77bfc
Ontario Public Service,"$149,108.80",$330.99,Attorney General,"Executive Lead, Walkerton Project",2001,e41204cdf416c8f97b3eb2a8d93ecc68f84674b7b5cd11456792502ec2cab5d0
Ontario Public Service,"$138,691.81",$278.88,Attorney General,Counsel,2001,fe60853cecb5aaa45045ed427f0511034d666d3f3e7c0c155e9f8365b8517189
Ontario Public Service,"$104,634.64",$228.06,Attorney General,Crown Counsel,2001,b2a48d78b8d12fdf24cd513692314b1b4844bbdfaf2c60cc561203bd468f15e1
Ontario Public Service,"$187,012.05",$372.72,Attorney General,Assistant Deputy Attorney,2001,a7657a1bcfa48c8af12dd755035780f04db68482dfe843e7ac9796f0b672e0a1
Ontario Public Service,"$174,234.96","$3,625.62",Attorney General,Provincial Judge,2001,27ea34f999c51091ed8047926b7204426714edd9203ebcc83fd5f5e6ed55654b
Ontario Public Service,"$184,600.07",$367.65,Attorney General,"Director, Crown Operations",2001,13db60f8ac88807f3c32110bc5894ebb74cbd9486ef0e0bdd0b18895c909f9bc
Ontario Public Service,"$181,052.74",$359.82,Attorney General,Crown Attorney (des),2001,d03be43a346c6e548384146ce1acb6d2b879021f59737d2a7d2aff6a8ec629de
Ontario Public Service,"$121,627.57",$241.92,Attorney General,Asst Crown Attorney,2001,d84063bb3a4361b805665030fa4173e8aec6ccaeba15daa75129df8fac4b5cda
Ontario Public Service,"$118,493.98",$234.87,Attorney General,Assistant Crown Attorney,2001,b8cf3517630d43e5e219fe8c59eece8775aabd0a141b06d15fa933cd41a2b493
Ontario Public Service,"$173,555.34",$345.75,Attorney General,Assistant Crown Attorney,2001,602b1dcefbc862c619f4e2cda6538d9db40fe0a88c92c497d99a0f2c957c91a0
Ontario Public Service,"$171,029.45",$340.29,Attorney General,Crown Counsel,2001,a336ca93a9e7397d71998e6d1b8bd5bf1b9e8d1695d5f0d10c3ec4aec1097389
Ontario Public Service,"$174,234.96",$0.00,Attorney General,Provincial Judge,2001,6fc252668ee91c67ed9ea04cc6dd510779e5cca13983d498e4085ed6f201c7b0
Ontario Public Service,"$174,234.97","$3,619.98",Attorney General,Master,2001,a5ae752b5d741e10e73380adedc719389ac3d20cb471fd83893941afd4f95bb8
Ontario Public Service,"$151,422.92",$301.53,Attorney General,Counsel,2001,f712c06a89c661d27e5f351617155b7c65c770f9deef024bd2498c447dca282b
Ontario Public Service,"$109,099.68",$176.74,Attorney General,Presiding Justice of the Peace,2001,dd0d16f5647308fe952a030172addf8e69e40d1c2aed82218badd1a9c06ae847
Ontario Public Service,"$174,234.96","$3,625.62",Attorney General,Provincial Judge,2001,94215436e5924848308014ae6ba4b1ca91954ab38c84f2d1d82fca071907dfb0
Ontario Public Service,"$105,524.17",$0.00,Attorney General,Presiding Justice of the Peace,2001,af71005f8744c1fceb66c14c6e09130b8b7c89d1fbb199c2e9cd162a01b63aad
Ontario Public Service,"$115,009.80",$197.74,Attorney General,Presiding Justice of the Peace,2001,a202af0c3423267166741105ec36344a4f016f0d2a8e0c2ec520f839919964e6
Ontario Public Service,"$174,234.96","$3,625.62",Attorney General,Provincial Judge,2001,0cae1ab410c2634bfc02de451b30913bf0335aced8dbf5b295a11ed64877d8a0
Ontario Public Service,"$154,468.21",$307.53,Attorney General,Counsel,2001,ad67e4c5ed8cb9ee7dd23be86a21e5d828ffb5882e350379171fe390bd104d6b
Ontario Public Service,"$106,882.27",$215.04,Attorney General,Assistant Crown Attorney,2001,f0073c53ce3132edbfa539790dbd913bb7af6119d99275675326502a024dd153
Ontario Public Service,"$114,645.50",$228.06,Attorney General,Crown Counsel,2001,0fcd068537cc78187e922b9edbcc8624a8bc3a2870828bd8ffd0ffc0e498aa88
Ontario Public Service,"$129,797.58",$0.00,Attorney General,Assistant Crown Attorney,2001,e58c1f7bf8518ff66e4b92359f77a18e4e3263b602ab32f356b0dd06d85f7477
Ontario Public Service,"$173,555.80",$345.75,Attorney General,Legal Counsel,2001,74b8c139eec9265791095f26ac4bee0ca7f356fa16b14d6cc1295a9d896df4a2
Ontario Public Service,"$104,239.72",$0.00,Attorney General,Crown Counsel,2001,ce537532a6169f2ca87b3b54aa7791a5b3d1275d17de7a7dd00ebe73ed5c131a
Ontario Public Service,"$174,234.96","$3,625.62",Attorney General,Provincial Judge,2001,5ca6a882fec3f3ef46084dc4216b953703a0811c4a96d7b79775906744843980
Ontario Public Service,"$118,393.34",$292.50,Attorney General,Case Management Master,2001,809bf6cd9f1701ccfffbbec04b2f34d96cd63e3b3ed049ea967d2216cc7d5f30
Ontario Public Service,"$152,624.58",$296.13,Attorney General,Assistant Crown Attorney,2001,fc6383de2895c30199f246192c84241041e663e14150faec89aa46c6ad168e73
Ontario Public Service,"$144,011.98",$286.53,Attorney General,Crown Counsel,2001,f234c88f410d0adbaf13b6fad824be38369cfa63a0e2384a0aa3eda5c23c81a8
Ontario Public Service,"$114,738.05",$186.83,Attorney General,Presiding Justice of the Peace,2001,c27b93efe3d0dd9e70a69381082aec92f43c412616116395baa2089f48e216ee
Ontario Public Service,"$111,304.03",$221.49,Attorney General,Assistant Crown Attorney,2001,a012cbd47618b5a23fea350bb7be0942664c17cc7b2f607245cef15cf94b6eca
Ontario Public Service,"$121,626.54",$241.92,Attorney General,Crown Counsel,2001,da09095dc11ecfca8534c6e483a18ca00f07383974fd2dacc54c3406430d3f7c
Ontario Public Service,"$174,181.48",$345.75,Attorney General,Counsel,2001,4cd0650ff2b52eb5289c744e8f9e225d10a9f6c53b81f1f8063abb174cdadfeb
Ontario Public Service,"$129,684.63",$258.18,Attorney General,Assistant Crown Attorney,2001,a988f2e24420df0ca1260a484c7a17cbf0561d66d99e79295604e48a0cb6c730
Ontario Public Service,"$102,471.34",$202.80,Attorney General,Lawyer,2001,f77e96adbafdd02fe10858ce896d0204640ff12507eccc2cf3c69b82306bdb10
Ontario Public Service,"$178,998.16",$355.80,Attorney General,Crown Attorney,2001,ce465aa28e349b0e44367ea30cfaea0348cc7800032d855d886d2445e36f5a1c
Ontario Public Service,"$108,391.70",$0.00,Attorney General,Counsel,2001,1a40c7e54ee40eac2f6dedc59e3952c15c8830abb1932bc7c75b813ab6f85a84
Ontario Public Service,"$143,782.06",$345.75,Attorney General,Assistant Crown Attorney,2001,27c9e49b11364fe61c996b92a73e91e2caded865b93a6a42c70a5cffdc4b5268
Ontario Public Service,"$173,584.56",$345.75,Attorney General,"Assistant Crown Attorney, Team Leader",2001,e275da4ec865679527b7c2b884b4dc6d94f93ce94dd201f082cd456eb3ed0a30
Ontario Public Service,"$120,328.04",$239.46,Attorney General,Assistant Crown Attorney,2001,46325a99a9edd6921cc88f0b04973d6ea078426f613765c2456a33460f0ce6ab
Ontario Public Service,"$157,081.11",$312.78,Attorney General,Assistant Crown Attorney,2001,a95fbc3151cf5fc35d6d894a99d8b61f86dad2a25c4a22319444dc670d0765ce
Ontario Public Service,"$127,729.17",$201.58,Attorney General,Presiding Justice of the Peace,2001,9ccf8064bbd54aa794486b22fa82df1d8ef0fce57a6797bae441bb76aa9155da
Ontario Public Service,"$173,582.89",$345.75,Attorney General,Assistant Crown Attorney,2001,c2fa4c59faaa1e51350a8d1b33bd294dd0f5019f1c0863a23091c1fb412544ca
Ontario Public Service,"$138,078.82",$336.31,Attorney General,Presiding Justice of the Peace,2001,67232eb7dd2275a768e6808ec54b766b925a8d79e3f3d73a889e2c005bb3436d
Ontario Public Service,"$142,239.77",$282.99,Attorney General,Assistant Crown Attorney,2001,f4e0303ff49021e477ea87a50b6b175bf5b9431f2c891c100e1b63f1abc92273
Ontario Public Service,"$103,774.58",$0.00,Attorney General,Assistant Crown Attorney,2001,99b29540564895d380db219076721333c035e46fd8ea4bd4522f086bc85d9be2
Ontario Public Service,"$111,293.44",$221.49,Attorney General,Counsel,2001,2fb39821c079c5b48f13026cb64c2a7fee1a5edc81ca26de98e8f5a4738cba6d
Ontario Public Service,"$181,674.07",$359.55,Attorney General,Crown Attorney,2001,8ae60c99e9eeeafe0fc983d1f1573d3acae973cfcb0348202c4d52bd9a61d286
Ontario Public Service,"$109,056.77",$0.00,Attorney General,Counsel,2001,240bbfbc08541ed65d128335c806e1a995a5d597a090a92873f6ec1809c2aaba
Ontario Public Service,"$129,017.82",$330.99,Attorney General,"A.D.A.G., Bus. Policy Planning",2001,8778cb8140a4dd8b362c6fe6dbf242df37d9e90817645bc5ce9c0b66670172ad
Ontario Public Service,"$183,004.71",$363.45,Attorney General,"Director, Crown Law Office Civil",2001,1b0e92d6f7fead068d88de7885dedbb602ebe336f8a42c3e79e226ec47c7dcd9
Ontario Public Service,"$174,234.96","$3,625.62",Attorney General,Provincial Judge,2001,48d9f0c5820ec1f63213fd5dda1380f20566ba20106bf930917a631ac314592d
Ontario Public Service,"$122,225.70",$233.40,Attorney General,Counsel,2001,e25ff41439167d671432e591429b7c44c213b832f9d9bf699befcb2daa45f60a
Ontario Public Service,"$174,234.96","$3,625.62",Attorney General,Provincial Judge,2001,3bb4405c8bdbecfa56e6fbb43a14800922e419068243c4019c6c98356208080d
Ontario Public Service,"$174,234.96","$3,625.62",Attorney General,Provincial Judge,2001,bf9206ecde2fb80c71523bf1d4d0f3b43f53af7e20dbebfaaad08e0396e47052
Ontario Public Service,"$150,939.35",$299.67,Attorney General,General Counsel,2001,9ad3103187036fdc6170221f1c2f145a14392df67ba6dc36430cbcd9b64e50cd
Ontario Public Service,"$174,234.96","$3,625.62",Attorney General,Provincial Judge,2001,004b4c334086ecec0d0a615f26181bee3cbeb3ed5d7ce4f04690177febcbae22
Ontario Public Service,"$117,281.39",$254.95,Attorney General,"Deputy Director, Profess Devel.",2001,43ecf428adb021fcd208d1cb77b188a6bbb51d40011c181a2dda4beb228fbe6c
Ontario Public Service,"$174,234.96","$3,625.62",Attorney General,Provincial Judge,2001,f1e7cec96b38a2c2a8a218f340390396680bbb8ed536830e3ee41a41b634e0cf
Ontario Public Service,"$105,172.04",$161.77,Attorney General,Non-Presiding Justice of the Peace,2001,7ee584c6fc6e9ae90ee3c3ea57176a8d78a8b1996f2c5aa30871feda6e5500c1
Ontario Public Service,"$174,234.96","$3,625.62",Attorney General,Provincial Judge,2001,62f333d031604176ae3ccb9ba53bf709f01ea90a5405c3d1b1a51c662ca37a0a
Ontario Public Service,"$174,234.96","$3,138.18",Attorney General,Provincial Judge,2001,f781f82a3428f98799063e4d11b6b07215d7b3a612c533d312be294ef6670f6d
Ontario Public Service,"$139,639.88",$307.80,Attorney General,Counsel,2001,bd0793058d86ff24c5be75860d0f429cde5958b4485eacd664bff165b88ddbd9
Ontario Public Service,"$109,510.24",$218.19,Attorney General,Assistant Crown Attorney,2001,c5246e2e12ce4632ab3819c903ee59cecaaa665cad84b890e01afc28e4e1eb44
Ontario Public Service,"$104,825.95",$294.96,Attorney General,Assistant Crown Attorney,2001,6c8577662056527ca21c3f46974a1cc9f2b22dac0b1b9a2deb61c31be19e0ed0
Ontario Public Service,"$187,132.76",$372.72,Attorney General,Chief Legislative Counsel,2001,7a083acd3fbc980608b28034e15b2aa7987b0334863af9bab3eb526360e5d281
Ontario Public Service,"$174,234.96","$3,625.62",Attorney General,Provincial Judge,2001,252e5bddee84a9194eee29167cebb8486a5bf5607e5f38c080b09e102b1354e8
Ontario Public Service,"$127,274.34",$253.23,Attorney General,Counsel,2001,4869c8dc34c51756b89c7acb7cb7ac18a9eb0386fc8d79a1f8a4ec84efbb6a4d
Ontario Public Service,"$157,866.11",$312.78,Attorney General,Lawyer,2001,03303fe7f19f3294a25f4b970a4a23994150744efd18c01bfaee791b319870db
Ontario Public Service,"$174,234.96","$3,625.62",Attorney General,Provincial Judge,2001,d2d0eb9f0595a35b4b0d93aac9e6e30b3cac6835259cec5ff943aeac0223f2e0
Ontario Public Service,"$173,582.89",$345.75,Attorney General,Assistant Crown Attorney,2001,2cbf20e86e6123783058925557f3fa63c17de6ce8b69f4bbb18cda158d2e307f
Ontario Public Service,"$111,352.79",$221.49,Attorney General,Assistant Crown Attorney,2001,ec7953e995cdb42f97243e578fdd9045f6919b310509f66f27c8a6d43a5fb971
Ontario Public Service,"$209,255.11","$3,993.52",Attorney General,Associate Chief Judge,2001,9ff6043a7083205909748c61f7fb31f9a8165dcba8e618d2749659323b08b0d1
Ontario Public Service,"$116,156.37",$189.83,Attorney General,Presiding Justice of the Peace,2001,ac053ce7c0b6a7e064f8eebee7fa936197eb60c9dedb16a131cf9cca1be481f8
Ontario Public Service,"$140,598.09",$210.21,Attorney General,Presiding Justice of the Peace,2001,89207734ea11e1cbc68e96bb12daf34a3db72e9e6ef8d11ef1dbde379ed21689
Ontario Public Service,"$120,386.14",$239.46,Attorney General,Assistant Crown Attorney,2001,099c32e476eb0dc69acd5e36f45b81c155ff1834f727294e4cf3da55b9bde35f
Ontario Public Service,"$173,582.89",$345.75,Attorney General,Senior Counsel,2001,bac20685e4e0276ede0f8e16e10247a21146ab9e6a1762d0e6b7aeaa486a9f87
Ontario Public Service,"$198,236.51","$3,138.18",Attorney General,Provincial Judge,2001,7588865dab475dff92de96f47753528cd23de379088a5f1bcae8360d8a5776fc
Ontario Public Service,"$107,609.84",$176.74,Attorney General,Presiding Justice of the Peace,2001,92e1877c2e68da1337ae07cd13ed7f9021fe32dad495e29facebb8e835f433a2
Ontario Public Service,"$108,939.20",$176.74,Attorney General,Presiding Justice of the Peace,2001,c6f2540c46ea5cfd31ff8037c1d868a82d0d2e3878160510f86760d19975a460
Ontario Public Service,"$122,004.16",$0.00,Attorney General,Assistant Crown Attorney,2001,d6be9302ca0f331398f8b2f5e1b1acb09652cf51a57b7029f1d5d6f0e4401bf1
Ontario Public Service,"$118,080.43",$176.74,Attorney General,Presiding Justice of the Peace,2001,46a8623e94eb268ae81a6455353af5d87a74008ff5917756455a2b9ccafd5f19
Ontario Public Service,"$131,585.59",$261.93,Attorney General,Assistant Crown Attorney,2001,01614031762a860f4d10682b01270ed59a4e71edd78fab8cc4e4b44cc67bb1db
Ontario Public Service,"$110,240.30",$182.23,Attorney General,Presiding Justice of the Peace,2001,cb18a702ff052f52eee6e161590d1f87c30128d6fa3450316bc455b5ae4ffc3d
Ontario Public Service,"$107,609.16",$176.74,Attorney General,Presiding Justice of the Peace,2001,3c04eb33cc85257617d05e0f922b138f0076105c087629c56023b7dbe465de47
Ontario Public Service,"$181,069.57",$360.63,Attorney General,Crown Attorney,2001,8387c250f448f966f67431b5891521318ff8c806c1f39b604f7fb5012c937646
Ontario Public Service,"$118,958.96",$186.83,Attorney General,Regional Senior Justice of the Peace,2001,8961a0fa89dde961e4fb7c75e3c938a29026901507315ea11286630251e3e464
Ontario Public Service,"$174,234.96","$3,625.62",Attorney General,Provincial Judge,2001,b8745b4730007b834da8862f463f578ed0b4282ee3d5398c95643becb46f6dac
Ontario Public Service,"$137,881.37",$199.92,Attorney General,Counsel,2001,89ae9009ef01e4d4eeba2feb624bb203efd8ccee7ea6208f949596e5410f6597
Ontario Public Service,"$167,927.32",$334.03,Attorney General,Law Officer,2001,6c5a8dbfb62dda6a3eb9f39470fef510caf30a4dd0062e49f0753a6bf30cab3e
Ontario Public Service,"$117,058.31",$186.83,Attorney General,Regional Senior Justice of the Peace,2001,6d4e75f03c31a3d84f5666e18384adb7fbf1dc94b7cb5363e41d24e2ce4ca521
Ontario Public Service,"$181,927.32",$350.97,Attorney General,Assistant Crown Attorney,2001,58e670c3cf057be62c4e2250fbb9b7bc928f8306de33da97f24bbfed7c4ae6a9
Ontario Public Service,"$127,470.09",$194.28,Attorney General,Presiding Justice of the Peace,2001,05aab4cfc4d8c529d7faa7e3bc293ec8e3bc21d425d337db4ce2ce53ed856284
